央视频道,#genre#
CCTV1,http://60.220.167.211:8085/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://125.37.162.223:4022/rtp/225.1.1.120:5002$1920x1080
CCTV1,http://118.183.212.29:6868/rtp/239.255.30.101:8231$1920x1080
CCTV1,http://1.70.32.19:8084/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://1.70.35.119:8082/udp/239.1.1.7:8007$1920x1080
CCTV1,http://1.70.35.119:8082/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://180.158.130.39:1024/rtp/239.45.3.145:5140$1920x1080
CCTV1,http://115.150.15.242:5566/rtp/239.252.219.200:5140$1920x1080
CCTV1,http://171.125.90.130:6000/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://111.196.184.130:5555/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://1.70.33.48:8085/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://112.66.226.177:8886/rtp/239.253.64.120:5140$1920x1080
CCTV1,http://1.70.33.48:8084/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://27.10.76.34:8004/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://119.98.37.169:85/rtp/239.254.96.96:8550$1920x1080
CCTV1,http://27.10.75.50:8001/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://27.11.252.32:8002/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://219.145.19.38:5555/rtp/239.112.205.59:5140$1920x1080
CCTV1,http://123.113.236.69:8012/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://61.190.129.195:8686/rtp/238.1.78.166:7200$1920x1080
CCTV1,http://171.116.151.33:8083/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://origin.lean.org.cn:4000/udp/239.45.3.145:5140$1920x1080
CCTV1,http://113.206.179.104:8002/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://27.10.75.50:8010/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://120.234.49.38:7000/udp/239.20.0.104:2006$1920x1080
CCTV1,http://183.188.28.31:6001/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://118.81.35.16:8002/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://120.234.5.29:6000/udp/239.20.0.104:2006$1920x1080
CCTV1,http://xeace.cn:8888/rtp/239.93.0.184:5140$1920x1080
CCTV1,http://27.11.54.45:8001/rtp/225.0.4.74:7980$1920x1080
CCTV2,http://enlen.vip:4022/rtp/239.200.200.104:8084$1920x1080
CCTV2,https://cntv.lat/tv/live.php?auth=231110&id=cctv2$1280x720
CCTV2,http://220.249.114.102:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://119.163.57.184:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.195.4.227:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://112.234.23.81:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://121.24.98.226:8090/hls/10/index.m3u8
CCTV2,http://110.80.17.38:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://220.170.242.246:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://58.245.99.42:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://220.164.192.48:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://221.9.97.31:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV2,http://118.122.189.74:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.104.137:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://223.241.247.214:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV2,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV2HD/index.m3u8?gMac=unknown&livodToken=3c65cf8c046f4fa02293a900a4fb002a1581aa92702ef56b1b4b66d7c9d5dcd3_1720507803_604800&fromCDN=ws
CCTV2,http://113.25.208.15:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8#http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225619/1/index.m3u8#http://video.qd.sdu.edu.cn/liverespath/6b13fe5368d391761312a985ace065c0ecad2f5e/index.m3u8$IPv6
CCTV2,http://124.94.193.136:9902/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://59.62.8.250:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://[2409:8087:1a01:df::4059]/TVOD/88888888/224/3221226079/main.m3u8$IPv6
CCTV2,http://110.189.102.15:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://59.173.183.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://58.216.229.130:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://36.35.16.98:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://116.128.224.11:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV3,http://119.163.228.205:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://119.163.63.188:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.209.101.210:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.7.110.43:9901/tsfile/live/0003_1.m3u8
CCTV3,http://1.69.68.153:9902/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://110.7.130.251:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://110.7.131.135:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
