央视频道,#genre#
CCTV1,http://171.116.226.246:8084/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://1.70.33.48:8084/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://180.158.130.39:1024/rtp/239.45.3.145:5140$1920x1080
CCTV1,http://60.220.167.130:8083/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://origin.lean.org.cn:4000/udp/239.45.3.145:5140$1920x1080
CCTV1,http://211.158.152.104:8009/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://1.70.35.119:8083/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://1.70.35.119:8082/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://27.10.213.70:8001/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://110.87.12.51:5550/rtp/239.61.3.61:9884$1920x1080
CCTV1,http://60.220.167.241:8083/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://125.119.19.208:9999/rtp/233.50.201.222:5140$1920x1080
CCTV1,http://171.125.90.130:6000/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://171.213.145.88:5555/rtp/239.93.0.184:5140$1920x1080
CCTV1,http://211.158.152.202:8002/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://123.113.183.117:9000/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://123.113.236.69:8012/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://www.dsmcloud.top:8888/udp/239.81.1.2:4056$1920x1080
CCTV1,http://123.180.177.20:16000/udp/239.253.92.83:8012$1920x1080
CCTV1,http://124.112.239.55:5555/rtp/238.1.78.166:7200$1920x1080
CCTV1,http://123.123.167.240:8000/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://171.116.226.246:8085/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://h.ttsystems.cn:4000/udp/225.1.8.1:8008$1920x1080
CCTV1,http://1.70.35.119:8082/udp/239.1.1.7:8007$1920x1080
CCTV1,http://117.32.85.41:8020/rtp/239.112.205.59:5140$1920x1080
CCTV1,http://114.252.229.100:8000/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://home.yulei.online:9999/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://118.79.7.119:6001/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://221.205.202.136:8085/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://www.akw323.com:9527/rtp/238.255.2.91:5999$1920x1080
CCTV2,http://111.165.213.195:8000/rtp/225.1.1.133:5002$1920x1080
CCTV2,http://114.254.80.240:2222/rtp/239.3.1.60:8084$1920x1080
CCTV2,http://123.122.163.183:19999/rtp/239.3.1.60:8084$1920x1080
CCTV2,http://111.196.132.49:20000/rtp/239.3.1.60:8084$1920x1080
CCTV2,http://114.246.199.171:8888/rtp/239.3.1.60:8084$1920x1080
CCTV2,http://123.113.254.161:8012/rtp/239.3.1.60:8084$1920x1080
CCTV2,http://enlen.vip:4022/rtp/239.200.200.104:8084$1920x1080
CCTV2,http://123.113.237.160:8888/rtp/239.3.1.60:8084$1920x1080
CCTV2,http://121.226.106.51:4022/rtp/239.49.8.130:6000$1920x1080
CCTV2,http://s.cdhongyuan.cn:4022/udp/239.93.1.23:6000$1920x1080
CCTV2,http://223.13.160.204:4022/rtp/239.1.1.8:8008$1920x1080
CCTV2,http://123.113.110.201:4022/rtp/239.3.1.60:8084$1920x1080
CCTV2,https://livednow.com/migu/631780532?sign=gAAAAABmwyZNSSKcXhhXZdK0XuSNBPouks3aRU5mg0SYUXksZqOKQmqx643bOPLkE1Btl-9iJUm4lHOccfzcnleD3y1KIn5J0owyyqKXNYF7h1xzuFRZvRnIQZXA7YA8ZUYgSYTGzdxYJImthu8TCbWBzq1zzQNK2MQ7pk9C80Bd-C8BFjxz2cacL59xiukxtIzYStzrzazLPAKDlDELvw-61eHlWTO1vQ%3D%3D$1920x1080
CCTV2,http://110.177.146.171:888/rtp/239.1.1.8:8008$1920x1080
CCTV2,http://221.221.165.219:8888/rtp/239.3.1.60:8084$1920x1080
CCTV2,https://cntv.lat/tv/live.php?auth=231110&id=cctv2$1280x720
CCTV2,http://113.65.162.95:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://171.120.7.130:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://121.24.98.226:8090/hls/10/index.m3u8
CCTV2,http://110.80.17.38:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://110.189.102.15:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://220.164.192.48:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV2,http://223.241.247.214:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV2,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV2HD/index.m3u8?gMac=unknown&livodToken=3c65cf8c046f4fa02293a900a4fb002a1581aa92702ef56b1b4b66d7c9d5dcd3_1720507803_604800&fromCDN=ws
CCTV2,http://124.94.193.136:9902/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8#http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225619/1/index.m3u8#http://video.qd.sdu.edu.cn/liverespath/6b13fe5368d391761312a985ace065c0ecad2f5e/index.m3u8$IPv6
CCTV2,http://[2409:8087:1a01:df::4059]/TVOD/88888888/224/3221226079/main.m3u8$IPv6
CCTV2,http://210.22.75.86:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://110.178.52.75:8083/rtp/239.1.1.9:8009$1920x1080
CCTV3,http://223.12.12.89:8084/rtp/239.1.1.9:8009$1920x1080
CCTV3,http://223.10.11.187:8082/rtp/239.1.1.9:8009$1920x1080
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV3,http://123.7.110.43:9901/tsfile/live/0003_1.m3u8
CCTV3,http://58.48.5.186:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://dassby.qqff.top:99/live/cctv3/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4041]/TVOD/88888888/224/3221225799/main.m3u8$IPv6
CCTV3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8#http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225634/1/index.m3u8$IPv6
CCTV3,http://123.138.216.44:9902/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.216.229.130:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
